station,phi_from_Q,phi_from_N,phi_from_U,phi_err,dt,dt_err,src_pol_from_N,src_pol_from_U,src_pol_from_N_err,src_pol_from_U_err,Q_w,lambda2/lambda1 ratio,ray_back_azi,ray_inc
COR,76.0,76.0,90.0,9.5,1.6,0.25,110.056075572,85.393030155,1.59496753769,9.86612173077,0.0,0.0098494434883,0.0,0.0
