station,phi_from_Q,phi_from_N,phi_from_U,phi_err,dt,dt_err,src_pol_from_N,src_pol_from_U,src_pol_from_N_err,src_pol_from_U_err,Q_w,lambda2/lambda1 ratio,ray_back_azi,ray_inc
NE81,-90.0,-90.0,90.0,90.5,0.0,2.5,125.252807704,111.153085415,8.7486274223,46.4518219617,,0.0,0.0,0.0
