station,phi_from_Q,phi_from_N,phi_from_U,phi_err,dt,dt_err,src_pol_from_N,src_pol_from_U,src_pol_from_N_err,src_pol_from_U_err,Q_w,lambda2/lambda1 ratio,ray_back_azi,ray_inc
NEE,-40.0,74.18597,90.0,14.0,1.05,0.175,114.570392155,113.345557294,6.56238808435,30.8713535072,,0.0177680100167,294.18597,0.0
