station,phi_from_Q,phi_from_N,phi_from_U,phi_err,dt,dt_err,src_pol_from_N,src_pol_from_U,src_pol_from_N_err,src_pol_from_U_err,Q_w,lambda2/lambda1 ratio,ray_back_azi,ray_inc
FACU,-32.0,65.0011291504,90.0,11.5,1.5,0.25,97.4185470474,87.4394161103,9.79681980507,17.2932592517,,0.0430430424354,277.00112915,0.0
