station,phi_from_Q,phi_from_N,phi_from_U,phi_err,dt,dt_err,src_pol_from_N,src_pol_from_U,src_pol_from_N_err,src_pol_from_U_err,Q_w,lambda2/lambda1 ratio,ray_back_azi,ray_inc
NEE,-42.0,72.1859741211,90.0,19.5,1.0,0.275,115.610692677,112.832962753,10.1086654387,33.842351259,,0.0484477305278,294.185974121,0.0
