station,phi_from_Q,phi_from_N,phi_from_U,phi_err,dt,dt_err,src_pol_from_N,src_pol_from_U,src_pol_from_N_err,src_pol_from_U_err,Q_w,lambda2/lambda1 ratio,ray_back_azi,ray_inc
synth,60.0,60.0,90.0,1.0,0.5,0.001,0.0256409741714,90.1680232069,0.747092405232,0.783529637049,,0.00280544539744,0.0,0.0
