station,phi_from_Q,phi_from_N,phi_from_U,phi_err,dt,dt_err,src_pol_from_N,src_pol_from_U,src_pol_from_N_err,src_pol_from_U_err,Q_w,lambda2/lambda1 ratio,ray_back_azi,ray_inc
synth,-75.0,-75.0,90.0,0.0,0.0,0.0,130.012629436,89.9842258269,80.4243672529,0.012247389509,,0.446802040294,0.0,0.0
