station,phi_from_Q,phi_from_N,phi_from_U,phi_err,dt,dt_err,src_pol_from_N,src_pol_from_U,src_pol_from_N_err,src_pol_from_U_err,Q_w,lambda2/lambda1 ratio,ray_back_azi,ray_inc
synth,-20.0,-20.0,90.0,6.0,0.5,0.003,36.7743685836,90.2167372218,28.8897331292,1.74017725243,,0.156840587196,0.0,0.0
