station,phi_from_Q,phi_from_N,phi_from_U,phi_err,dt,dt_err,src_pol_from_N,src_pol_from_U,src_pol_from_N_err,src_pol_from_U_err,Q_w,lambda2/lambda1 ratio,ray_back_azi,ray_inc
synth,60.0,60.0,90.0,1.0,1.26,0.02,31.998268049,89.9986561239,0.00290487970835,0.00107329940351,,1.58432899633e-05,0.0,0.0
