station,phi_from_Q,phi_from_N,phi_from_U,phi_err,dt,dt_err,src_pol_from_N,src_pol_from_U,src_pol_from_N_err,src_pol_from_U_err,Q_w,lambda2/lambda1 ratio,ray_back_azi,ray_inc
synth,-20.0,-20.0,90.0,6.0,0.5,0.003,36.6790665135,89.8751387436,29.0365280359,1.75448474868,,0.159462160366,0.0,0.0
